Gaia DR3,RA,DEC,Gmag,Bp-Rp,Voff(km/s),Sep(deg),3D(pc),Vr(pred),Vr(obs),Vrerr,Plx(mas),SpT,FnuvJ,W1-W3,RUWE,XCrate,RVsrc 
Gaia DR3 5603587141824665472,108.1186124,-31.8279301,13.643,1.031,4.016,2.7120,25.6395,19.85,46.37,2.33,2.518,K1.5,nan,nan,1.051,nan,Gaia DR3
Gaia DR3 5588135876719554176,113.4650589,-35.9691399,16.533,2.405,0.699,3.3882,25.6502,18.06,nan,nan,2.557,M2.7,nan,nan,1.047,nan,None
Gaia DR3 5588382132966239104,114.1605602,-34.5185436,16.392,2.329,0.771,3.3526,25.6619,18.13,nan,nan,2.734,M2.4,nan,nan,1.081,nan,None
Gaia DR3 5605442773860177152,112.0070092,-30.4634439,17.321,2.967,1.598,3.7918,25.6782,19.21,nan,nan,2.681,M4.0,nan,nan,1.030,nan,None
Gaia DR3 5588162058840780800,113.6328608,-35.8169081,11.883,0.724,2.047,3.4142,25.6848,18.05,17.68,0.99,2.729,F9.1,nan,nan,0.802,nan,Gaia DR3
Gaia DR3 5591821783295522048,114.1597224,-33.7252915,18.534,2.943,2.099,3.3198,25.7066,18.25,nan,nan,2.738,M4.0,nan,nan,1.036,nan,None
Gaia DR3 5578746700249636096,105.6776269,-35.0612823,18.672,3.174,1.475,3.8738,25.7126,19.79,nan,nan,2.628,M4.5,nan,nan,1.065,nan,None
Gaia DR3 5603277453205823616,108.4482116,-32.7122085,19.108,3.251,0.176,1.8802,25.7172,19.64,nan,nan,2.804,M4.7,nan,nan,1.027,nan,None
Gaia DR3 5589111590208938880,110.4321948,-37.7208639,17.324,2.991,3.844,3.8045,25.7211,18.40,nan,nan,2.606,M4.1,nan,nan,1.190,nan,None
Gaia DR3 5603393417326386304,107.3003702,-33.0779244,18.550,3.032,2.186,2.5378,25.7225,19.81,nan,nan,2.782,M4.2,nan,nan,0.984,nan,None
Gaia DR3 5587933566581112192,113.4626323,-36.3383655,5.382,-0.102,2.644,3.6171,25.7602,18.00,nan,nan,2.577,B7.6,nan,nan,1.045,nan,None
Gaia DR3 5605424391401309312,110.9021977,-30.2129250,15.538,1.828,0.826,3.7608,25.7760,19.49,nan,nan,2.690,K7.9,nan,nan,1.093,nan,None
Gaia DR3 5586671907046751232,112.1919730,-36.3675361,18.858,2.897,3.329,2.9513,25.7840,18.27,nan,nan,2.528,M3.9,nan,nan,1.018,nan,None
Gaia DR3 5593128346703875968,113.0691820,-31.4872456,19.905,2.924,2.002,3.4463,25.7965,18.83,nan,nan,2.728,M3.9,nan,nan,1.077,nan,None
Gaia DR3 5593313545699352960,111.5911808,-31.1516982,16.246,2.524,1.784,3.0183,25.8209,19.21,nan,nan,2.759,M3.1,nan,nan,1.201,nan,None
Gaia DR3 5604228397621930112,107.2370295,-32.0653983,15.690,1.962,3.518,3.0822,25.8361,19.99,nan,nan,2.534,M0.5,nan,nan,1.010,nan,None
Gaia DR3 5589457764572291712,110.0524985,-36.1780975,17.222,2.914,2.113,2.2578,25.8402,18.75,nan,nan,2.500,M3.9,nan,nan,1.041,nan,None
Gaia DR3 5591921112994292224,113.9733610,-32.9023210,18.340,3.026,1.045,3.3340,25.8872,18.42,nan,nan,2.550,M4.2,nan,nan,0.998,nan,None
Gaia DR3 5590155606557456512,108.6949165,-36.3054026,17.444,2.723,4.504,2.6712,25.8926,19.00,nan,nan,2.514,M3.5,nan,nan,1.015,nan,None
Gaia DR3 5605312962757708928,110.9960682,-31.0609085,18.504,3.060,0.934,2.9449,25.8955,19.35,nan,nan,2.526,M4.3,nan,nan,1.034,nan,None
Gaia DR3 5587961256230493824,113.9893291,-36.0570309,17.725,2.994,0.608,3.7870,25.9059,17.93,nan,nan,2.689,M4.1,nan,nan,0.959,nan,None
Gaia DR3 5588714730929882112,114.6923991,-34.4346743,19.196,3.340,1.821,3.7756,25.9134,18.03,nan,nan,2.691,M5.0,nan,nan,1.051,nan,None
Gaia DR3 5592845664839520384,110.7381078,-32.1652168,19.204,3.293,1.500,1.8204,25.9190,19.25,nan,nan,2.487,M4.8,nan,nan,1.034,nan,None
Gaia DR3 5603060162216209408,108.1213127,-33.9417269,18.338,3.022,3.678,1.7002,25.9302,19.51,nan,nan,2.485,M4.2,nan,nan,0.959,nan,None
Gaia DR3 5603645484658942336,105.7305653,-33.6297062,13.375,1.268,3.691,3.7018,25.9462,20.02,18.29,2.97,2.584,K3.5,nan,nan,1.275,nan,Gaia DR3
Gaia DR3 5603055424874480000,108.3467910,-33.8652870,17.154,2.804,4.460,1.5148,25.9549,19.48,nan,nan,2.481,M3.7,nan,nan,0.992,nan,None
Gaia DR3 5590539306053480064,108.0165120,-35.2600196,17.936,--,3.933,2.2210,25.9646,19.31,nan,nan,2.796,nan,nan,nan,1.072,nan,None
Gaia DR3 5591643005271511808,112.5040621,-34.0927479,18.211,1.589,4.849,1.9420,25.9684,18.57,nan,nan,2.490,K5.5,nan,nan,4.019,nan,None
Gaia DR3 5604928889611727872,110.4578639,-31.4028800,16.650,2.839,0.731,2.5310,25.9968,19.42,nan,nan,2.508,M3.8,nan,nan,1.037,nan,None
Gaia DR3 5588389893968164480,113.7776994,-34.6234016,19.801,3.241,2.524,3.0621,26.0255,18.21,nan,nan,2.759,M4.7,nan,nan,1.067,nan,None
Gaia DR3 5602515285487803136,107.2305857,-35.1536670,19.759,2.692,3.986,2.7166,26.0663,19.48,nan,nan,2.778,M3.5,nan,nan,0.978,nan,None
Gaia DR3 5592566010928046208,111.6133063,-32.8876220,19.443,3.129,1.431,1.5879,26.0735,18.95,nan,nan,2.481,M4.4,nan,nan,1.023,nan,None
Gaia DR3 5604855080592114048,109.6014803,-31.8131248,18.931,3.230,0.029,2.1626,26.0971,19.54,nan,nan,2.800,M4.7,nan,nan,0.960,nan,None
Gaia DR3 5591712862924350976,112.1315197,-33.7690314,12.924,0.872,0.937,1.6360,26.0990,18.70,17.82,2.68,2.482,G6.2,nan,nan,1.010,nan,Gaia DR3
Gaia DR3 5589109459905127296,110.3373095,-37.8135325,17.849,2.968,3.873,3.8936,26.1064,18.40,nan,nan,2.613,M4.0,nan,nan,1.082,nan,None
Gaia DR3 5592886110541705216,111.1731617,-31.7829636,10.822,--,1.132,2.2992,26.1169,19.21,nan,nan,2.499,nan,nan,nan,2.019,nan,None
Gaia DR3 5592233825267784320,113.9650344,-32.2838286,18.616,3.239,1.499,3.5758,26.1708,18.51,nan,nan,2.722,M4.7,nan,nan,1.025,nan,None
Gaia DR3 5588052515692352640,114.2844584,-36.0030937,18.585,3.458,0.194,3.9614,26.2242,17.87,nan,nan,2.635,M5.2,nan,nan,0.951,nan,None
Gaia DR3 5588725657328980352,114.8723998,-34.4445758,19.305,3.222,1.571,3.9242,26.2340,17.98,nan,nan,2.670,M4.7,nan,nan,1.063,nan,None
Gaia DR3 5592015812738664832,114.0167810,-32.8130627,13.421,1.102,1.529,3.3982,26.2625,18.42,15.05,4.28,2.550,K2.0,nan,nan,1.018,nan,Gaia DR3
Gaia DR3 5591749795340977408,112.5933804,-33.3290762,18.273,3.201,3.048,2.1029,26.3429,18.67,nan,nan,2.804,M4.6,nan,nan,1.015,nan,None
Gaia DR3 5589242496510072832,110.4718371,-36.6279089,8.713,0.025,1.919,2.7167,26.4203,18.59,nan,nan,2.511,A1.2,nan,nan,1.419,nan,None
Gaia DR3 5587950849524928128,114.0007205,-36.1951202,18.917,--,0.887,3.8719,26.4307,17.91,nan,nan,2.689,nan,nan,nan,1.030,nan,None
Gaia DR3 5590570294240631040,108.5313452,-35.0274160,17.962,2.777,4.199,1.7455,26.4390,19.25,nan,nan,2.482,M3.6,nan,nan,1.026,nan,None
Gaia DR3 5592337969647215360,113.8872695,-31.6140488,13.777,1.157,3.053,3.8849,26.4763,18.62,31.75,2.45,2.688,K2.5,nan,nan,1.962,nan,Gaia DR3
Gaia DR3 5588816710635583104,114.4021832,-33.7789801,17.828,2.841,4.656,3.5171,26.4837,18.19,nan,nan,2.733,M3.8,nan,nan,1.062,nan,None
Gaia DR3 5587950849530307200,114.0005060,-36.1950067,17.647,2.955,1.162,3.8717,26.4866,17.91,nan,nan,2.691,M4.0,nan,nan,3.239,nan,None
Gaia DR3 5606071690206546688,108.5818853,-30.2068221,19.168,3.346,0.418,3.9517,26.4936,19.99,nan,nan,2.673,M5.0,nan,nan,1.003,nan,None
Gaia DR3 5603837108919373440,105.5907791,-32.8371419,17.791,3.033,3.714,3.9748,26.5141,20.18,nan,nan,2.667,M4.2,nan,nan,0.943,nan,None
Gaia DR3 5603057830055585152,108.4238907,-33.7574999,16.113,2.143,4.238,1.4600,26.5344,19.48,nan,nan,2.476,M1.3,nan,nan,1.059,nan,None
Gaia DR3 5590233293925648512,108.2696722,-35.7529340,12.893,0.858,4.975,2.4051,26.6104,19.18,18.28,2.78,2.498,G5.5,nan,nan,0.968,nan,Gaia DR3
Gaia DR3 5592828523622572032,111.2792468,-31.9344049,18.369,3.180,0.902,2.1950,26.6104,19.16,nan,nan,2.803,M4.6,nan,nan,1.031,nan,None
Gaia DR3 5605634290737559808,110.6266014,-29.9173843,18.244,3.119,1.387,4.0236,26.6252,19.59,nan,nan,2.638,M4.4,nan,nan,1.047,nan,None
Gaia DR3 5589207002903920768,110.1572726,-37.0363848,18.830,3.241,4.376,3.1141,26.6286,18.58,nan,nan,2.528,M4.7,nan,nan,1.093,nan,None
Gaia DR3 5590641182679921664,108.2392908,-34.6112506,17.574,2.761,4.271,1.7382,26.6751,19.38,nan,nan,2.480,M3.6,nan,nan,1.051,nan,None
Gaia DR3 5604230734080757376,107.3396530,-31.9593228,16.615,2.431,1.042,3.0815,26.6760,19.98,nan,nan,2.766,M2.8,nan,nan,2.166,nan,None
Gaia DR3 5602705844594045312,107.3540153,-34.1413712,18.637,3.495,3.090,2.3442,26.6877,19.63,nan,nan,2.496,M5.3,nan,nan,1.023,nan,None
Gaia DR3 5604962596512347520,109.9426542,-31.3361047,19.503,3.019,4.827,2.5933,26.7058,19.54,nan,nan,2.790,M4.2,nan,nan,1.059,nan,None
Gaia DR3 5592911330598940800,112.5671892,-32.6002401,10.299,0.280,1.608,2.4008,26.7074,18.78,13.46,4.03,2.797,A6.5,nan,nan,0.861,nan,Gaia DR3
Gaia DR3 5589339601431442688,108.5701203,-37.1790734,13.088,1.094,3.289,3.5072,26.7099,18.86,19.15,4.72,2.737,K2.0,nan,nan,1.432,nan,Gaia DR3
Gaia DR3 5590879703688289152,110.2500808,-34.1971578,18.376,3.133,3.028,0.2826,26.7166,19.04,nan,nan,2.463,M4.4,nan,nan,0.929,nan,None
Gaia DR3 5590292289597843584,109.0507596,-35.6734729,18.364,3.081,0.221,1.9778,26.7250,19.04,nan,nan,2.811,M4.3,nan,nan,1.019,nan,None
Gaia DR3 5602699556764745344,107.3977844,-34.2934818,18.409,2.991,4.400,2.3254,26.7463,19.60,nan,nan,2.495,M4.1,nan,nan,0.973,nan,None
Gaia DR3 5589516068749602176,109.5303537,-36.0626913,17.378,2.734,3.797,2.2036,26.7566,18.87,nan,nan,2.491,M3.6,nan,nan,0.968,nan,None
Gaia DR3 5578747937200165248,105.6614412,-35.0020334,18.525,2.635,2.978,3.8708,26.7836,19.80,nan,nan,2.589,M3.4,nan,nan,0.955,nan,None
Gaia DR3 5588814928231270144,114.3364232,-33.8497875,16.396,1.542,3.372,3.4589,26.8044,18.19,nan,nan,2.547,K5.4,nan,nan,11.594,nan,None
Gaia DR3 5590118708495865984,108.0410173,-36.6903258,13.075,1.046,3.039,3.2680,26.8044,19.05,9.27,4.81,2.756,K1.7,nan,nan,5.001,nan,Gaia DR3
Gaia DR3 5589112861519261312,110.3570592,-37.7486702,17.810,2.996,2.266,3.8293,26.8081,18.41,nan,nan,2.583,M4.1,nan,nan,1.069,nan,None
Gaia DR3 5588067015503929728,114.2790672,-35.6640570,19.361,3.162,0.393,3.7966,26.8165,17.93,nan,nan,2.578,M4.5,nan,nan,1.011,nan,None
Gaia DR3 5587913878451265664,113.6269851,-36.6803176,13.643,1.241,1.450,3.9446,26.8255,17.91,-27.86,10.03,2.600,K3.3,nan,nan,1.041,nan,Gaia DR3
Gaia DR3 5605622853248703360,110.8167502,-30.0452885,17.281,--,4.167,3.9156,26.8403,19.53,nan,nan,2.693,nan,nan,nan,1.106,nan,None
Gaia DR3 5591318825443604352,112.2611584,-34.7583121,16.947,2.902,0.762,1.9180,26.8436,18.52,nan,nan,2.483,M3.9,nan,nan,1.108,nan,None
Gaia DR3 5605140889196833536,108.7109167,-30.9807497,18.909,3.176,1.753,3.1889,26.8570,19.85,nan,nan,2.530,M4.5,nan,nan,1.044,nan,None
Gaia DR3 5604956991573225344,110.2706070,-31.3021739,17.473,2.824,0.937,2.6215,26.8641,19.47,nan,nan,2.504,M3.7,nan,nan,1.028,nan,None
Gaia DR3 5591939774635967232,114.7876480,-33.0233407,17.187,2.690,1.274,3.9546,26.8805,18.21,nan,nan,2.600,M3.5,nan,nan,1.009,nan,None
Gaia DR3 5604088312966423936,105.8914974,-32.0154824,16.959,2.606,3.090,4.0643,26.8945,20.26,nan,nan,2.649,M3.3,nan,nan,1.003,nan,None
Gaia DR3 5589127494469698688,110.1925168,-37.5819105,19.356,3.223,2.521,3.6596,26.9029,18.47,nan,nan,2.726,M4.7,nan,nan,1.000,nan,None
Gaia DR3 5593003895729283456,111.9420462,-31.9795280,18.714,3.049,1.092,2.4462,26.9209,19.01,nan,nan,2.798,M4.2,nan,nan,0.984,nan,None
Gaia DR3 5605670647645616640,109.8441719,-29.8745189,16.053,1.887,2.865,4.0573,26.9216,19.77,nan,nan,2.658,M0.3,nan,nan,0.969,nan,None
Gaia DR3 5603338961435259008,107.7103602,-33.0797658,17.862,2.834,4.460,2.2176,26.9553,19.73,nan,nan,2.490,M3.8,nan,nan,0.979,nan,None
Gaia DR3 5589312663396408064,109.3965445,-37.0369629,16.552,2.261,3.700,3.1777,26.9557,18.73,nan,nan,2.764,M2.1,nan,nan,2.312,nan,None
Gaia DR3 5605581381043710976,110.4299614,-30.4496877,13.107,0.978,1.136,3.4796,26.9824,19.56,19.85,2.74,2.743,G9.9,nan,nan,1.130,nan,Gaia DR3
Gaia DR3 5591041233115511424,108.6337423,-33.9970512,13.925,1.186,4.500,1.2767,26.9830,19.40,18.06,3.76,2.470,K2.8,nan,nan,1.052,nan,Gaia DR3
Gaia DR3 5588697727161853056,114.9184504,-34.5557634,13.630,1.091,2.075,3.9756,26.9900,17.95,16.60,2.26,2.686,K2.0,nan,nan,1.149,nan,Gaia DR3
Gaia DR3 5587898962022931584,114.0456016,-36.4609135,18.847,3.227,1.328,4.0581,26.9921,17.85,nan,nan,2.623,M4.7,nan,nan,1.020,nan,None
Gaia DR3 5602759308348304512,107.5867971,-33.5287376,17.701,3.223,4.482,2.1845,27.0053,19.69,nan,nan,2.489,M4.7,nan,nan,0.981,nan,None
Gaia DR3 5592311959325502464,113.9925586,-31.9688481,16.659,2.279,3.714,3.7551,27.0087,18.54,nan,nan,2.718,M2.2,nan,nan,2.195,nan,None
Gaia DR3 5591792573212629504,114.1025441,-33.8962485,12.578,0.831,0.244,3.2633,27.0392,18.24,16.76,3.38,2.759,G2.9,nan,nan,0.979,nan,Gaia DR3
Gaia DR3 5590645129753239808,108.1255470,-34.5568019,18.801,3.157,1.141,1.8056,27.0617,19.41,nan,nan,2.818,M4.5,nan,nan,1.027,nan,None
Gaia DR3 5592248664385402624,114.4811981,-32.1985030,19.332,3.335,0.970,4.0025,27.0702,18.40,nan,nan,2.604,M4.9,nan,nan,0.971,nan,None
Gaia DR3 5604939674264457344,110.7659573,-31.1049416,17.955,3.017,0.998,2.8618,27.0705,19.40,nan,nan,2.782,M4.2,nan,nan,0.944,nan,None
Gaia DR3 5592321884984195200,114.1531502,-31.7502307,18.541,2.621,2.922,3.9890,27.0945,18.54,nan,nan,2.601,M3.3,nan,nan,1.018,nan,None
Gaia DR3 5592931705923685888,112.2094948,-32.4110231,20.184,2.606,1.396,2.2797,27.1337,18.89,nan,nan,2.806,M3.3,nan,nan,1.068,nan,None
Gaia DR3 5588898796049031936,114.9422063,-33.7201226,18.770,2.918,1.151,3.9691,27.1718,18.07,nan,nan,2.693,M3.9,nan,nan,1.017,nan,None
Gaia DR3 5604325974978736256,107.4308611,-31.8253726,18.957,3.197,4.236,3.1128,27.1772,19.99,nan,nan,2.770,M4.6,nan,nan,1.088,nan,None
Gaia DR3 5603365620293191936,107.8605636,-32.8697348,18.086,2.738,2.892,2.1969,27.1823,19.74,nan,nan,2.809,M3.6,nan,nan,1.105,nan,None
Gaia DR3 5604231520058535936,107.3615660,-31.8974853,17.689,2.759,3.608,3.1079,27.1902,19.99,nan,nan,2.522,M3.6,nan,nan,1.021,nan,None
Gaia DR3 5589350042491716224,108.5237506,-37.0494330,18.429,2.601,4.994,3.4023,27.1975,18.90,nan,nan,2.752,M3.3,nan,nan,0.935,nan,None
Gaia DR3 5605399446231647872,111.0465255,-30.6229772,17.586,2.897,1.461,3.3814,27.1982,19.40,nan,nan,2.537,M3.9,nan,nan,1.026,nan,None
Gaia DR3 5586395555970249088,112.7568521,-36.9824662,15.890,1.209,0.603,3.7149,27.2316,18.05,nan,nan,2.563,K3.0,nan,nan,11.580,nan,None
Gaia DR3 5592833054813786496,111.3704906,-31.9859153,18.566,3.061,1.175,2.1825,27.2517,19.14,nan,nan,2.810,M4.3,nan,nan,1.030,nan,None
Gaia DR3 5588000671152214784,114.3897856,-36.1734251,17.956,3.014,1.465,4.1224,27.2694,17.82,nan,nan,2.640,M4.1,nan,nan,1.000,nan,None
Gaia DR3 5605697581376376448,110.1908125,-29.8034671,19.031,2.639,4.942,4.1189,27.2698,19.70,nan,nan,2.652,M3.4,nan,nan,1.094,nan,None
Gaia DR3 5603764571213729664,106.0928733,-33.1968982,18.183,3.268,4.847,3.4742,27.2832,20.03,nan,nan,2.543,M4.8,nan,nan,0.944,nan,None
Gaia DR3 5590028235011069184,110.5998350,-35.1682257,17.473,3.099,1.473,1.2951,27.3000,18.81,nan,nan,2.831,M4.4,nan,nan,1.051,nan,None
Gaia DR3 5589422580199784448,109.7120680,-36.5501901,19.638,3.153,3.001,2.6544,27.3020,18.75,nan,nan,2.793,M4.5,nan,nan,1.138,nan,None
Gaia DR3 5586360852634370304,113.4627503,-36.9472603,13.205,0.958,0.781,4.0424,27.3197,17.90,18.81,3.60,2.683,G9.2,nan,nan,0.945,nan,Gaia DR3
Gaia DR3 5565229579175347584,108.9123969,-37.9213465,18.811,--,1.955,4.1266,27.3231,18.66,nan,nan,2.652,nan,nan,nan,1.286,nan,None
Gaia DR3 5589419930200624000,109.7365949,-36.5658936,19.457,3.068,3.680,2.6672,27.3290,18.74,nan,nan,2.793,M4.3,nan,nan,1.037,nan,None
Gaia DR3 5602702687798673792,107.3324107,-34.2483620,18.063,--,4.930,2.3729,27.3436,19.62,nan,nan,2.492,nan,nan,nan,0.957,nan,None
Gaia DR3 5602708254074810112,107.0046314,-34.2859243,19.891,2.285,4.905,2.6463,27.3562,19.67,nan,nan,2.501,M2.2,nan,nan,0.983,nan,None
Gaia DR3 5605247713624359680,109.1181223,-30.6096269,15.713,2.034,2.902,3.4300,27.3591,19.82,nan,nan,2.539,M0.8,nan,nan,1.019,nan,None
Gaia DR3 5606055889020739584,109.1885720,-29.9690232,19.293,3.361,0.501,4.0401,27.3715,19.89,nan,nan,2.602,M5.0,nan,nan,0.961,nan,None
Gaia DR3 5604269766745435776,106.4685645,-31.8620998,12.146,0.743,3.871,3.7287,27.4006,20.17,18.45,1.66,2.561,F9.3,nan,nan,0.914,nan,Gaia DR3
Gaia DR3 5593176828301492224,112.9903828,-31.0335884,17.633,2.579,4.751,3.7418,27.4031,18.91,nan,nan,2.727,M3.2,nan,nan,1.043,nan,None
Gaia DR3 5602796726103479808,106.5133744,-34.4260315,12.681,0.839,3.518,3.0670,27.4215,19.74,36.15,1.28,2.518,G3.8,nan,nan,1.041,nan,Gaia DR3
Gaia DR3 5588001392700412672,114.4673936,-36.0933826,19.309,3.112,1.683,4.1346,27.4258,17.82,nan,nan,2.658,M4.4,nan,nan,1.039,nan,None
Gaia DR3 5588093717322951808,114.5442556,-35.4642487,14.153,1.310,1.567,3.9123,27.4345,17.90,12.66,5.19,2.708,K3.9,nan,nan,1.894,nan,Gaia DR3
Gaia DR3 5588363887944597120,113.5756227,-34.7700691,17.600,2.815,0.785,2.9363,27.4359,18.23,nan,nan,2.782,M3.7,nan,nan,1.048,nan,None
Gaia DR3 5605581381033589376,110.4297510,-30.4501105,17.131,--,2.684,3.4791,27.4804,19.56,nan,nan,2.750,nan,nan,nan,1.790,nan,None
Gaia DR3 5588247885165252224,113.0092970,-35.3489735,17.929,3.246,1.678,2.7368,27.4939,18.26,nan,nan,2.792,M4.7,nan,nan,1.029,nan,None
Gaia DR3 5590358947490946560,108.7898482,-35.3605700,18.882,3.099,4.870,1.8326,27.5119,19.14,nan,nan,2.822,M4.4,nan,nan,1.041,nan,None
Gaia DR3 5586415480320781696,113.3251020,-36.6950554,18.532,2.913,1.854,3.7831,27.5469,17.97,nan,nan,2.725,M3.9,nan,nan,1.101,nan,None
Gaia DR3 5593127723928260096,113.0328079,-31.5373478,17.506,3.215,1.582,3.3888,27.5635,18.83,nan,nan,2.758,M4.6,nan,nan,1.025,nan,None
Gaia DR3 5592416511704358528,110.7118195,-33.7857491,18.499,3.197,1.507,0.4699,27.5838,19.01,nan,nan,2.842,M4.6,nan,nan,0.997,nan,None
Gaia DR3 5603730868608722048,105.3933070,-33.1338597,16.322,2.297,4.427,4.0592,27.5926,20.17,nan,nan,2.599,M2.3,nan,nan,0.987,nan,None
Gaia DR3 5589478208615881856,109.1682310,-36.5122417,17.390,3.020,4.341,2.7162,27.6008,18.87,nan,nan,2.501,M4.2,nan,nan,0.998,nan,None
Gaia DR3 5589582387344114304,111.6071550,-36.3112031,19.494,2.118,4.300,2.6622,27.6068,18.41,nan,nan,2.499,M1.1,nan,nan,1.682,nan,None
Gaia DR3 5592840618258592640,110.8807504,-32.2376782,17.418,2.901,0.628,1.7867,27.6754,19.21,nan,nan,2.475,M3.9,nan,nan,0.954,nan,None
Gaia DR3 5591749554823525248,112.6262026,-33.3448385,19.676,3.264,2.396,2.1246,27.7001,18.66,nan,nan,2.482,M4.8,nan,nan,1.125,nan,None
Gaia DR3 5604468464813327872,106.0778361,-31.7679229,18.494,3.332,0.794,4.0570,27.7010,20.26,nan,nan,2.692,M4.9,nan,nan,0.993,nan,None
Gaia DR3 5602805144240840576,106.7014685,-34.2802345,17.795,2.794,4.271,2.8945,27.7396,19.73,nan,nan,2.507,M3.7,nan,nan,1.046,nan,None
Gaia DR3 5602815937495358208,106.4109653,-34.2057642,13.861,1.182,4.566,3.1271,27.7831,19.80,21.67,3.45,2.517,K2.7,nan,nan,1.065,nan,Gaia DR3
Gaia DR3 5603330161043648768,107.5378572,-33.2555048,19.379,2.664,3.701,2.2920,27.7839,19.74,nan,nan,2.486,M3.4,nan,nan,1.045,nan,None
Gaia DR3 5589988519451541760,111.4762393,-35.2088278,18.699,3.257,1.071,1.6767,27.7843,18.62,nan,nan,2.472,M4.8,nan,nan,1.065,nan,None
Gaia DR3 5588002732733781376,114.5594926,-36.0403864,13.570,1.158,2.013,4.1729,27.8560,17.81,23.37,7.68,2.617,K2.5,nan,nan,1.086,nan,Gaia DR3
Gaia DR3 5592658747859652352,110.2987737,-32.9695882,18.542,3.123,1.001,0.9587,27.8756,19.22,nan,nan,2.840,M4.4,nan,nan,1.073,nan,None
Gaia DR3 5592047247597121024,114.3633845,-32.5265459,17.356,3.032,0.599,3.7747,27.8812,18.38,nan,nan,2.558,M4.2,nan,nan,1.032,nan,None
Gaia DR3 5605532276678379648,111.4554101,-29.8427601,19.257,3.208,1.244,4.2228,27.9288,19.42,nan,nan,2.644,M4.6,nan,nan,0.988,nan,None
Gaia DR3 5598346487152795520,114.1670160,-31.3977111,20.144,2.570,2.910,4.2059,27.9451,18.58,nan,nan,2.625,M3.2,nan,nan,1.070,nan,None
Gaia DR3 5604511487505885952,106.5163201,-31.2936263,17.935,2.610,2.748,4.0473,27.9480,20.25,nan,nan,2.588,M3.3,nan,nan,0.982,nan,None
Gaia DR3 5589044893656480384,109.3996992,-38.0042270,19.024,2.857,1.790,4.1292,27.9570,18.55,nan,nan,2.602,M3.8,nan,nan,1.020,nan,None
Gaia DR3 5589714668036250112,112.1532547,-35.7136761,9.407,0.138,1.081,2.4204,27.9750,18.39,10.30,3.29,2.809,A3.7,nan,nan,0.969,nan,Gaia DR3
Gaia DR3 5606028259500305536,108.8580709,-30.2041868,18.332,2.479,4.767,3.8808,28.0067,19.93,nan,nan,2.723,M3.0,nan,nan,0.988,nan,None
Gaia DR3 5578761371858360832,105.7443624,-34.7051860,16.829,2.850,4.001,3.7383,28.0105,19.84,nan,nan,2.737,M3.8,nan,nan,1.109,nan,None
Gaia DR3 5589209103145039104,109.9463814,-37.0486436,16.410,2.816,1.174,3.1316,28.0281,18.62,nan,nan,2.779,M3.7,nan,nan,1.459,nan,None
Gaia DR3 5602760029902933760,106.2027696,-34.8911841,18.448,2.929,4.535,3.4136,28.0492,19.72,nan,nan,2.530,M4.0,nan,nan,0.991,nan,None
Gaia DR3 5602929221553714688,106.9413906,-33.7119509,14.762,1.537,3.711,2.6909,28.0639,19.78,0.42,10.24,2.497,K5.4,nan,nan,1.738,nan,Gaia DR3
Gaia DR3 5592562166937070976,111.3963145,-32.9264359,17.848,2.738,1.006,1.4278,28.0656,18.99,nan,nan,2.466,M3.6,nan,nan,0.988,nan,None
Gaia DR3 5579578064180069120,105.0834477,-34.4054764,17.664,3.331,1.531,4.2363,28.0778,20.01,nan,nan,2.631,M4.9,nan,nan,0.923,nan,None
Gaia DR3 5591253812517230208,112.5208355,-34.9805035,19.919,2.133,4.973,2.2081,28.0810,18.43,nan,nan,2.817,M1.2,nan,nan,1.251,nan,None
Gaia DR3 5593133874321988736,112.9521275,-31.3563103,17.829,2.549,2.478,3.4741,28.1004,18.87,nan,nan,2.759,M3.2,nan,nan,0.950,nan,None
Gaia DR3 5588178688955843456,113.5318644,-35.6622752,17.212,2.376,2.451,3.2628,28.1262,18.10,nan,nan,2.773,M2.6,nan,nan,1.054,nan,None
Gaia DR3 5592747602150991616,110.5327674,-32.4089835,17.867,3.007,2.944,1.5434,28.1407,19.26,nan,nan,2.467,M4.1,nan,nan,1.737,nan,None
Gaia DR3 5593217785105781248,111.7890371,-31.5786233,15.994,2.376,1.822,2.7103,28.1417,19.10,nan,nan,2.497,M2.6,nan,nan,1.033,nan,None
Gaia DR3 5589971610159577216,110.8999130,-35.3902304,19.109,2.936,1.667,1.5858,28.1784,18.71,nan,nan,2.467,M4.0,nan,nan,1.035,nan,None
Gaia DR3 5588481634467822464,114.9512899,-35.0742494,18.512,2.919,4.606,4.1046,28.1919,17.87,nan,nan,2.698,M3.9,nan,nan,1.014,nan,None
Gaia DR3 5592893184357981824,111.0697959,-31.7232122,18.867,3.139,0.947,2.3253,28.1949,19.24,nan,nan,2.484,M4.5,nan,nan,1.056,nan,None
Gaia DR3 5592731109467106432,109.9611055,-32.5331933,16.662,2.367,3.247,1.4001,28.2211,19.36,nan,nan,2.837,M2.6,nan,nan,1.045,nan,None
Gaia DR3 5578464125761598848,106.6920813,-35.5646746,11.158,0.681,1.157,3.2961,28.2277,19.51,21.71,2.95,2.522,F7.4,nan,nan,0.896,nan,Gaia DR3
Gaia DR3 5606016577189252608,108.8994810,-30.3770344,19.621,2.903,1.529,3.7049,28.2946,19.90,nan,nan,2.547,M3.9,nan,nan,1.100,nan,None
